,date_received_date,date_received_heure,queue_name,agent_number,answered_date,answered_heure,consult_date,consult_heure,transfer,hangup_heure
110982,2014-06-24,08:00:14,30179,6936.0,2014-06-24,08:00:15,,,,08:02:52
110983,2014-06-24,08:00:43,30560,8077.0,2014-06-24,08:00:44,,,,08:06:28
110984,2014-06-24,08:00:56,30560,8861.0,2014-06-24,08:00:57,2014-06-24,08:01:54,2014-06-24 08:02:27,08:04:39
110985,2014-06-24,08:01:48,30175,1039.0,2014-06-24,08:01:49,,,,08:06:11
110986,2014-06-24,08:02:32,30175,9826.0,2014-06-24,08:02:33,,,,08:04:35
110987,2014-06-24,08:02:58,30560,6944.0,2014-06-24,08:02:59,,,,08:04:15
110988,2014-06-24,08:03:03,30560,8861.0,2014-06-24,08:03:04,,,,08:04:05
110989,2014-06-24,08:03:37,30179,1041.0,2014-06-24,08:03:38,2014-06-24,08:05:03,2014-06-24 08:05:31,08:05:32
110990,2014-06-24,08:04:27,30560,6936.0,2014-06-24,08:04:28,,,,08:04:33
110991,2014-06-24,08:04:29,30560,8514.0,2014-06-24,08:04:29,,,,08:05:22
110992,2014-06-24,08:05:00,30560,9118.0,2014-06-24,08:05:01,,,,08:08:17
110993,2014-06-24,08:05:05,30560,8861.0,2014-06-24,08:05:06,,,,08:05:32
110994,2014-06-24,08:05:46,30066,1038.0,2014-06-24,08:05:47,,,,08:18:30
110995,2014-06-24,08:05:49,30172,8514.0,2014-06-24,08:05:50,,,,08:06:16
110996,2014-06-24,08:06:06,30560,8077.0,2014-06-24,08:06:31,,,,08:16:25
110997,2014-06-24,08:06:22,30560,6944.0,2014-06-24,08:07:00,,,,08:13:03
110998,2014-06-24,08:06:24,30179,1040.0,2014-06-24,08:06:25,2014-06-24,08:07:30,,08:09:01
110999,2014-06-24,08:06:27,30175,9826.0,2014-06-24,08:06:28,,,,08:18:12
111000,2014-06-24,08:06:48,30560,8514.0,2014-06-24,08:07:24,,,,08:08:41
111001,2014-06-24,08:07:23,30172,8861.0,2014-06-24,08:07:32,,,,08:10:39
111002,2014-06-24,08:07:25,30175,1041.0,2014-06-24,08:07:26,,,,08:10:03
111003,2014-06-24,08:07:26,30560,9118.0,2014-06-24,08:08:23,,,,08:12:07
111004,2014-06-24,08:07:32,30560,,,,,,,08:08:09
111005,2014-06-24,08:08:44,30560,8514.0,2014-06-24,08:08:45,,,,08:09:08
111006,2014-06-24,08:08:45,30175,1039.0,2014-06-24,08:08:46,,,,08:10:56
111007,2014-06-24,08:08:59,30172,8514.0,2014-06-24,08:09:12,,,,08:09:32
111008,2014-06-24,08:09:00,30175,1040.0,2014-06-24,08:09:02,,,,08:09:02
111009,2014-06-24,08:09:49,30560,8514.0,2014-06-24,08:09:50,,,,08:10:25
111010,2014-06-24,08:10:11,30560,8861.0,2014-06-24,08:10:49,,,,08:15:35
111011,2014-06-24,08:10:16,30560,8514.0,2014-06-24,08:10:57,,,,08:11:46
111012,2014-06-24,08:10:21,30560,8514.0,2014-06-24,08:11:51,,,,08:12:22
111013,2014-06-24,08:10:44,30172,9118.0,2014-06-24,08:12:19,,,,08:19:28
