,date_received_date,date_received_heure,queue_name,agent_number,answered_date,answered_heure,consult_date,consult_heure,transfer,hangup_heure
112757,2014-09-27,09:00:16,30179,9690.0,2014-09-27,09:00:17,,,,09:01:48
112758,2014-09-27,09:01:00,30179,7039.0,2014-09-27,09:01:01,,,,09:02:29
112759,2014-09-27,09:01:22,30172,9575.0,2014-09-27,09:01:23,,,,09:02:59
112760,2014-09-27,09:02:05,30172,9113.0,2014-09-27,09:02:06,,,,09:03:42
112761,2014-09-27,09:02:40,30175,9689.0,2014-09-27,09:02:41,,,,09:04:33
112762,2014-09-27,09:03:20,30560,7923.0,2014-09-27,09:03:21,,,,09:10:30
112763,2014-09-27,09:03:22,30175,9505.0,2014-09-27,09:03:23,,,,09:04:46
112764,2014-09-27,09:04:26,30172,8189.0,2014-09-27,09:04:27,,,,09:06:33
112765,2014-09-27,09:05:01,30172,8514.0,2014-09-27,09:05:02,,,,09:05:16
112766,2014-09-27,09:05:13,30560,9690.0,2014-09-27,09:05:13,2014-09-27,09:06:51,,09:08:32
112767,2014-09-27,09:05:13,30172,7039.0,2014-09-27,09:05:14,,,,09:06:49
112768,2014-09-27,09:05:19,30172,9575.0,2014-09-27,09:05:20,,,,09:07:03
112769,2014-09-27,09:05:23,30175,9689.0,2014-09-27,09:05:23,,,,09:09:29
112770,2014-09-27,09:05:24,30175,8514.0,2014-09-27,09:05:25,,,,09:05:36
112771,2014-09-27,09:05:51,30172,9113.0,2014-09-27,09:05:52,,,,09:06:18
112772,2014-09-27,09:06:05,30172,8514.0,2014-09-27,09:06:06,,,,09:06:19
112773,2014-09-27,09:06:13,30175,8514.0,2014-09-27,09:06:21,,,,09:06:28
112774,2014-09-27,09:06:34,30172,9113.0,2014-09-27,09:06:35,,,,09:09:02
112775,2014-09-27,09:07:04,30175,8189.0,2014-09-27,09:07:05,,,,09:08:26
112776,2014-09-27,09:07:07,30172,7039.0,2014-09-27,09:07:08,,,,09:11:45
112777,2014-09-27,09:07:24,30175,9575.0,2014-09-27,09:07:25,,,,09:08:38
112778,2014-09-27,09:07:36,30175,9505.0,2014-09-27,09:08:26,,,,09:08:54
112779,2014-09-27,09:08:23,30560,8189.0,2014-09-27,09:08:27,,,,09:15:18
