,date_received_date,date_received_heure,queue_name,agent_number,answered_date,answered_heure,consult_date,consult_heure,transfer,hangup_heure
71437,2014-05-16,08:00:43,30175,9341.0,2014-05-16,08:00:44,,,,08:08:07
71438,2014-05-16,08:00:48,30179,6935.0,2014-05-16,08:00:49,,,,08:01:15
71439,2014-05-16,08:01:35,30172,6940.0,2014-05-16,08:01:36,,,,08:03:52
71440,2014-05-16,08:01:43,30175,9694.0,2014-05-16,08:01:44,,,,08:04:58
71441,2014-05-16,08:01:45,30560,8076.0,2014-05-16,08:01:46,2014-05-16,08:09:47,2014-05-16 08:11:08,08:23:21
71442,2014-05-16,08:01:50,30560,6930.0,2014-05-16,08:01:51,2014-05-16,08:07:22,,08:10:59
71443,2014-05-16,08:02:03,30175,9512.0,2014-05-16,08:02:04,2014-05-16,08:04:53,2014-05-16 08:05:58,08:16:02
71444,2014-05-16,08:02:23,30560,6931.0,2014-05-16,08:02:24,,,,08:05:45
71445,2014-05-16,08:02:53,30175,8077.0,2014-05-16,08:02:54,,,,08:07:23
71446,2014-05-16,08:03:01,30560,8189.0,2014-05-16,08:03:02,,,,08:08:03
71447,2014-05-16,08:03:10,30175,8514.0,2014-05-16,08:03:11,,,,08:04:10
71448,2014-05-16,08:03:13,30172,9118.0,2014-05-16,08:03:14,,,,08:10:48
71449,2014-05-16,08:03:26,30175,9826.0,2014-05-16,08:03:27,,,,08:05:35
71450,2014-05-16,08:03:38,30175,6936.0,2014-05-16,08:03:39,,,,08:06:00
71451,2014-05-16,08:04:54,30560,7823.0,2014-05-16,08:04:55,,,,08:16:02
71452,2014-05-16,08:05:10,30175,9825.0,2014-05-16,08:05:11,2014-05-16,08:06:34,2014-05-16 08:07:04,08:12:28
71453,2014-05-16,08:05:52,30175,9575.0,2014-05-16,08:05:53,,,,08:12:22
71454,2014-05-16,08:06:15,30560,6940.0,2014-05-16,08:06:16,,,,08:10:13
71455,2014-05-16,08:06:35,30560,6935.0,2014-05-16,08:06:36,,,,08:12:28
71456,2014-05-16,08:06:36,30175,8514.0,2014-05-16,08:06:37,,,,08:06:58
71457,2014-05-16,08:06:44,30179,9694.0,2014-05-16,08:06:45,,,,08:18:55
71458,2014-05-16,08:06:47,30175,9826.0,2014-05-16,08:06:48,2014-05-16,08:07:50,2014-05-16 08:08:22,08:12:21
71459,2014-05-16,08:06:55,30175,6931.0,2014-05-16,08:06:56,,,,08:10:28
71460,2014-05-16,08:06:56,30172,6936.0,2014-05-16,08:06:57,,,,08:12:09
71461,2014-05-16,08:07:48,30175,9512.0,2014-05-16,08:07:49,,,,08:16:08
71462,2014-05-16,08:07:53,30560,9109.0,2014-05-16,08:07:54,,,,08:12:21
71463,2014-05-16,08:08:05,30560,8514.0,2014-05-16,08:08:06,,,,08:08:38
71464,2014-05-16,08:08:39,30560,8077.0,2014-05-16,08:08:40,,,,08:12:35
71465,2014-05-16,08:08:52,30560,8373.0,2014-05-16,08:08:53,,,,08:16:39
71466,2014-05-16,08:09:31,30560,8189.0,2014-05-16,08:09:32,,,,08:18:13
71467,2014-05-16,08:09:36,30175,9825.0,2014-05-16,08:09:37,2014-05-16,08:10:48,2014-05-16 08:11:23,08:15:52
71468,2014-05-16,08:09:37,30172,8514.0,2014-05-16,08:09:38,,,,08:09:56
71469,2014-05-16,08:09:55,30175,9826.0,2014-05-16,08:09:56,2014-05-16,08:10:58,2014-05-16 08:11:31,08:18:42
71470,2014-05-16,08:10:02,30175,8514.0,2014-05-16,08:10:02,,,,08:11:21
71471,2014-05-16,08:10:39,30560,6940.0,2014-05-16,08:10:40,,,,08:13:11
71472,2014-05-16,08:10:44,30172,6931.0,2014-05-16,08:10:45,,,,08:16:49
71473,2014-05-16,08:10:57,30560,9118.0,2014-05-16,08:10:58,,,,08:15:52
71474,2014-05-16,08:11:00,30560,6930.0,2014-05-16,08:11:01,2014-05-16,08:15:18,2014-05-16 08:16:04,08:18:42
71475,2014-05-16,08:11:28,30172,8076.0,2014-05-16,08:11:29,,,,08:17:29
71476,2014-05-16,08:12:01,30175,8514.0,2014-05-16,08:12:02,,,,08:13:00
71477,2014-05-16,08:12:31,30175,9825.0,2014-05-16,08:12:32,2014-05-16,08:15:14,2014-05-16 08:15:37,08:19:41
71478,2014-05-16,08:13:59,30560,9109.0,2014-05-16,08:14:00,,,,08:16:54
71479,2014-05-16,08:14:01,30175,9826.0,2014-05-16,08:14:02,,,,08:17:00
71480,2014-05-16,08:15:16,30172,6935.0,2014-05-16,08:15:17,,,,08:19:41
71481,2014-05-16,08:15:36,30175,9575.0,2014-05-16,08:15:37,,,,08:21:17
71482,2014-05-16,08:15:58,30175,8077.0,2014-05-16,08:15:58,,,,08:21:05
71483,2014-05-16,08:15:58,30560,8514.0,2014-05-16,08:15:59,,,,08:16:50
71484,2014-05-16,08:16:25,30175,6940.0,2014-05-16,08:16:26,,,,08:18:22
71485,2014-05-16,08:16:33,30560,6936.0,2014-05-16,08:16:34,,,,08:19:21
71486,2014-05-16,08:16:57,30560,9118.0,2014-05-16,08:16:58,,,,08:20:42
71487,2014-05-16,08:17:00,30175,9825.0,2014-05-16,08:17:01,2014-05-16,08:24:49,,08:24:50
71488,2014-05-16,08:17:09,30175,6930.0,2014-05-16,08:17:10,,,,08:17:43
71489,2014-05-16,08:18:41,30172,7823.0,2014-05-16,08:18:42,,,,08:31:16
71490,2014-05-16,08:18:52,30560,6931.0,2014-05-16,08:18:53,,,,08:32:43
71491,2014-05-16,08:19:19,30175,9512.0,2014-05-16,08:19:20,,,,08:36:37
71492,2014-05-16,08:19:20,30175,8514.0,2014-05-16,08:19:21,,,,08:19:33
71493,2014-05-16,08:19:30,30175,9109.0,2014-05-16,08:19:31,,,,08:24:18
71494,2014-05-16,08:19:40,30172,8076.0,2014-05-16,08:19:41,,,,08:25:55
71495,2014-05-16,08:19:59,30560,6930.0,2014-05-16,08:20:00,,,,08:22:45
71496,2014-05-16,08:20:24,30175,9826.0,2014-05-16,08:20:24,,,,08:25:27
71497,2014-05-16,08:20:24,30172,8189.0,2014-05-16,08:20:25,,,,08:22:43
71498,2014-05-16,08:20:37,30560,6940.0,2014-05-16,08:20:38,,,,08:25:36
71499,2014-05-16,08:20:37,30560,6936.0,2014-05-16,08:20:38,,,,08:27:54
71500,2014-05-16,08:20:41,30175,9694.0,2014-05-16,08:20:42,2014-05-16,08:23:19,2014-05-16 08:24:18,08:29:08
71501,2014-05-16,08:20:43,30175,8514.0,2014-05-16,08:20:44,,,,08:22:11
71502,2014-05-16,08:21:03,30172,6935.0,2014-05-16,08:21:04,,,,08:30:05
71503,2014-05-16,08:21:19,30560,8373.0,2014-05-16,08:21:20,,,,08:23:49
71504,2014-05-16,08:21:23,30175,9118.0,2014-05-16,08:21:24,,,,08:28:43
71505,2014-05-16,08:21:24,30560,8514.0,2014-05-16,08:22:20,,,,08:23:11
71506,2014-05-16,08:21:37,30560,6930.0,2014-05-16,08:22:51,,,,08:24:41
71507,2014-05-16,08:22:09,30175,9575.0,2014-05-16,08:22:10,2014-05-16,08:23:47,2014-05-16 08:25:12,08:27:46
71508,2014-05-16,08:22:33,30172,8189.0,2014-05-16,08:22:47,,,,08:29:05
71509,2014-05-16,08:23:25,30560,8514.0,2014-05-16,08:23:26,,,,08:29:01
71510,2014-05-16,08:23:47,30511,8373.0,2014-05-16,08:23:55,,,,08:27:13
71511,2014-05-16,08:23:49,30560,9109.0,2014-05-16,08:24:24,,,,08:27:46
71512,2014-05-16,08:23:56,30172,6930.0,2014-05-16,08:24:46,,,,08:26:49
71513,2014-05-16,08:24:01,30560,6940.0,2014-05-16,08:25:42,,,,08:31:46
71514,2014-05-16,08:24:10,30560,8076.0,2014-05-16,08:25:59,2014-05-16,08:29:55,2014-05-16 08:30:50,08:33:17
71515,2014-05-16,08:24:34,30175,9694.0,2014-05-16,08:24:35,2014-05-16,08:28:33,2014-05-16 08:29:31,08:33:14
71516,2014-05-16,08:24:52,30172,6930.0,2014-05-16,08:26:55,,,,08:27:11
71517,2014-05-16,08:25:19,30175,9575.0,2014-05-16,08:25:20,,,,08:35:39
71518,2014-05-16,08:25:28,30172,6930.0,2014-05-16,08:27:13,,,,08:28:42
71519,2014-05-16,08:26:01,30175,9826.0,2014-05-16,08:26:02,,,,08:29:18
71520,2014-05-16,08:26:28,30175,9825.0,2014-05-16,08:26:35,,,,08:28:52
71521,2014-05-16,08:26:39,30560,8373.0,2014-05-16,08:27:19,,,,08:30:21
71522,2014-05-16,08:26:42,30560,8077.0,2014-05-16,08:27:42,,,,08:33:12
71523,2014-05-16,08:28:04,30560,9109.0,2014-05-16,08:28:05,,,,08:32:56
71524,2014-05-16,08:28:15,30175,6930.0,2014-05-16,08:28:48,,,,08:30:43
71525,2014-05-16,08:28:22,30560,9118.0,2014-05-16,08:28:46,2014-05-16,08:30:09,2014-05-16 08:30:40,08:36:34
71526,2014-05-16,08:28:24,30179,9825.0,2014-05-16,08:28:56,,,,08:33:22
71527,2014-05-16,08:28:37,30560,8189.0,2014-05-16,08:29:10,,,,08:33:14
71528,2014-05-16,08:29:00,30175,9826.0,2014-05-16,08:29:18,,,,08:37:20
71529,2014-05-16,08:29:06,30175,9694.0,2014-05-16,08:29:32,,,,08:36:08
71530,2014-05-16,08:29:24,30175,8514.0,2014-05-16,08:29:51,,,,08:31:13
71531,2014-05-16,08:29:29,30175,9423.0,2014-05-16,08:30:01,,,,08:32:07
71532,2014-05-16,08:29:56,30172,6935.0,2014-05-16,08:30:11,,,,08:31:00
71533,2014-05-16,08:29:59,30175,9425.0,2014-05-16,08:30:08,,,,08:36:19
71534,2014-05-16,08:30:08,30560,8373.0,2014-05-16,08:30:25,,,,08:32:13
71535,2014-05-16,08:30:12,30172,8730.0,2014-05-16,08:30:25,,,,08:37:43
71536,2014-05-16,08:30:24,30175,9687.0,2014-05-16,08:30:39,,,,08:34:08
71537,2014-05-16,08:30:52,30175,6930.0,2014-05-16,08:30:53,,,,08:32:37
71538,2014-05-16,08:31:01,30172,9118.0,2014-05-16,08:31:02,,,,08:35:50
71539,2014-05-16,08:31:10,30175,9796.0,2014-05-16,08:31:11,,,,08:32:03
