,date_received_date,date_received_heure,queue_name,agent_number,answered_date,answered_heure,consult_date,consult_heure,transfer,hangup_heure
106043,2014-12-30,08:00:46,30179,1610.0,2014-12-30,08:00:47,,,,08:08:59
106044,2014-12-30,08:00:50,30747,6925.0,2014-12-30,08:00:51,,,,08:03:13
106045,2014-12-30,08:01:11,30560,1641.0,2014-12-30,08:01:12,,,,08:07:19
106046,2014-12-30,08:02:39,30764,1044.0,2014-12-30,08:02:40,,,,08:04:06
106047,2014-12-30,08:03:59,30560,1640.0,2014-12-30,08:04:00,,,,08:13:07
106048,2014-12-30,08:05:04,30560,1647.0,2014-12-30,08:05:05,,,,08:09:51
106049,2014-12-30,08:07:54,30560,1646.0,2014-12-30,08:07:55,,,,08:10:42
106050,2014-12-30,08:09:20,30175,1618.0,2014-12-30,08:09:21,,,,08:10:14
106051,2014-12-30,08:09:38,30560,8189.0,2014-12-30,08:09:39,,,,08:11:08
106052,2014-12-30,08:10:19,30764,1608.0,2014-12-30,08:10:20,,,,08:11:06
106053,2014-12-30,08:11:04,30172,6925.0,2014-12-30,08:11:04,,,,08:17:47
106054,2014-12-30,08:11:41,30747,1407.0,2014-12-30,08:11:42,,,,08:14:00
106055,2014-12-30,08:12:25,30560,1639.0,2014-12-30,08:12:26,,,,08:17:18
106056,2014-12-30,08:13:19,30175,1538.0,2014-12-30,08:13:20,,,,08:14:04
106057,2014-12-30,08:13:29,30172,8189.0,2014-12-30,08:13:30,,,,08:27:16
106058,2014-12-30,08:13:46,30172,6925.0,2014-12-30,08:17:47,,,,08:19:35
106059,2014-12-30,08:19:57,30179,1570.0,2014-12-30,08:19:58,2014-12-30,08:21:32,2014-12-30 08:21:58,08:22:00
106060,2014-12-30,08:20:07,30764,1569.0,2014-12-30,08:20:08,,,,08:22:38
106061,2014-12-30,08:20:16,30747,1407.0,2014-12-30,08:20:17,,,,08:21:54
106062,2014-12-30,08:20:52,30560,1645.0,2014-12-30,08:20:53,,,,08:21:27
106063,2014-12-30,08:21:32,30560,1044.0,2014-12-30,08:21:33,,,,08:22:00
106064,2014-12-30,08:22:27,30560,1641.0,2014-12-30,08:22:28,,,,08:26:59
106065,2014-12-30,08:23:36,30560,1646.0,2014-12-30,08:23:37,,,,08:24:22
106066,2014-12-30,08:25:07,30172,6925.0,2014-12-30,08:25:08,,,,08:28:01
106067,2014-12-30,08:25:20,30560,1640.0,2014-12-30,08:25:21,,,,08:26:50
106068,2014-12-30,08:26:18,30764,1610.0,2014-12-30,08:26:18,,,,08:28:51
106069,2014-12-30,08:26:41,30747,1538.0,2014-12-30,08:26:42,2014-12-30,08:27:35,2014-12-30 08:28:02,08:42:40
106070,2014-12-30,08:26:49,30560,1639.0,2014-12-30,08:26:50,,,,08:33:49
106071,2014-12-30,08:27:10,30764,1618.0,2014-12-30,08:27:11,,,,08:31:08
106072,2014-12-30,08:27:17,30175,1608.0,2014-12-30,08:27:18,2014-12-30,08:28:24,2014-12-30 08:28:48,08:28:50
106073,2014-12-30,08:27:44,30560,1645.0,2014-12-30,08:27:45,,,,08:28:15
106074,2014-12-30,08:28:00,30172,8189.0,2014-12-30,08:28:01,,,,08:30:29
106075,2014-12-30,08:28:25,30560,1044.0,2014-12-30,08:28:25,,,,08:28:50
106076,2014-12-30,08:29:12,30175,1570.0,2014-12-30,08:29:13,2014-12-30,08:29:57,2014-12-30 08:30:20,08:34:50
106077,2014-12-30,08:29:27,30764,1569.0,2014-12-30,08:29:28,,,,08:32:28
106078,2014-12-30,08:29:45,30172,6925.0,2014-12-30,08:29:45,,,,08:32:55
106079,2014-12-30,08:29:46,30560,1647.0,2014-12-30,08:29:47,,,,08:33:36
106080,2014-12-30,08:29:56,30175,1407.0,2014-12-30,08:29:57,2014-12-30,08:30:44,2014-12-30 08:31:08,08:31:24
106081,2014-12-30,08:29:58,30560,1640.0,2014-12-30,08:29:59,,,,08:34:50
106082,2014-12-30,08:30:00,30764,1538.0,2014-12-30,08:30:01,2014-12-30,08:32:10,,08:34:54
106083,2014-12-30,08:30:20,30175,1567.0,2014-12-30,08:30:21,,,,08:31:46
106084,2014-12-30,08:30:36,30175,1608.0,2014-12-30,08:30:37,,,,08:33:42
106085,2014-12-30,08:30:45,30560,1641.0,2014-12-30,08:30:46,,,,08:31:24
106086,2014-12-30,08:31:08,30175,1044.0,2014-12-30,08:31:08,,,,08:32:43
106087,2014-12-30,08:31:27,30764,1610.0,2014-12-30,08:31:28,,,,08:33:18
106088,2014-12-30,08:31:47,30764,1571.0,2014-12-30,08:31:48,2014-12-30,08:33:41,,08:34:22
