,date_received_date,date_received_heure,queue_name,agent_number,answered_date,answered_heure,consult_date,consult_heure,transfer,hangup_heure
120889,2014-07-26,09:01:25,30172,9568.0,2014-07-26,09:01:26,,,,09:03:03
120890,2014-07-26,09:01:26,30172,6949.0,2014-07-26,09:01:26,,,,09:05:17
120891,2014-07-26,09:02:23,30175,9426.0,2014-07-26,09:02:24,,,,09:04:03
120892,2014-07-26,09:02:37,30172,8486.0,2014-07-26,09:02:38,,,,09:04:18
120893,2014-07-26,09:03:25,30172,9433.0,2014-07-26,09:03:26,,,,09:04:42
120894,2014-07-26,09:03:40,30172,8373.0,2014-07-26,09:03:41,,,,09:05:09
120895,2014-07-26,09:03:58,30175,8077.0,2014-07-26,09:03:58,,,,09:05:22
120896,2014-07-26,09:04:03,30172,7531.0,2014-07-26,09:04:04,,,,09:05:07
120897,2014-07-26,09:04:41,30175,9568.0,2014-07-26,09:04:42,,,,09:07:24
120898,2014-07-26,09:05:09,30175,8486.0,2014-07-26,09:05:10,,,,09:07:14
120899,2014-07-26,09:05:32,30172,7531.0,2014-07-26,09:05:33,,,,09:06:40
120900,2014-07-26,09:05:46,30179,8373.0,2014-07-26,09:05:47,,,,09:07:20
120901,2014-07-26,09:06:58,30172,6949.0,2014-07-26,09:06:59,,,,09:09:35
120902,2014-07-26,09:07:09,30175,8077.0,2014-07-26,09:07:10,2014-07-26,09:09:01,2014-07-26 09:09:42,09:11:24
120903,2014-07-26,09:07:22,30172,7531.0,2014-07-26,09:07:23,,,,09:17:36
120904,2014-07-26,09:07:32,30172,8486.0,2014-07-26,09:07:33,,,,09:09:19
120905,2014-07-26,09:07:53,30172,9568.0,2014-07-26,09:07:54,,,,09:09:01
120906,2014-07-26,09:07:53,30172,8373.0,2014-07-26,09:07:54,,,,09:09:11
120907,2014-07-26,09:08:51,30560,9568.0,2014-07-26,09:09:06,,,,09:11:29
120908,2014-07-26,09:10:05,30066,8486.0,2014-07-26,09:10:05,,,,09:12:51
120909,2014-07-26,09:10:05,30172,8373.0,2014-07-26,09:10:06,,,,09:11:26
120910,2014-07-26,09:11:34,30172,6949.0,2014-07-26,09:11:35,,,,09:13:54
120911,2014-07-26,09:11:47,30175,8077.0,2014-07-26,09:11:48,,,,09:13:12
120912,2014-07-26,09:13:44,30172,8373.0,2014-07-26,09:13:45,,,,09:15:10
120913,2014-07-26,09:15:02,30066,9568.0,2014-07-26,09:15:03,,,,09:17:17
120914,2014-07-26,09:15:35,30175,9426.0,2014-07-26,09:15:36,,,,09:19:58
120915,2014-07-26,09:15:53,30560,8486.0,2014-07-26,09:15:54,,,,09:18:46
120916,2014-07-26,09:17:13,30172,6949.0,2014-07-26,09:17:14,,,,09:22:17
120917,2014-07-26,09:18:06,30175,8373.0,2014-07-26,09:18:07,,,,09:19:22
120918,2014-07-26,09:18:58,30172,8077.0,2014-07-26,09:18:59,,,,09:21:27
120919,2014-07-26,09:19:35,30172,9568.0,2014-07-26,09:19:36,,,,09:21:43
120920,2014-07-26,09:21:01,30172,7531.0,2014-07-26,09:21:02,,,,09:21:57
120921,2014-07-26,09:21:37,30172,9433.0,2014-07-26,09:21:38,,,,09:23:17
120922,2014-07-26,09:21:40,30172,8486.0,2014-07-26,09:21:41,,,,09:22:54
120923,2014-07-26,09:21:48,30175,9509.0,2014-07-26,09:21:49,,,,09:34:38
120924,2014-07-26,09:23:27,30172,8373.0,2014-07-26,09:23:28,2014-07-26,09:24:46,,09:24:53
120925,2014-07-26,09:24:23,30560,9426.0,2014-07-26,09:24:23,,,,09:27:53
120926,2014-07-26,09:25:10,30560,8077.0,2014-07-26,09:25:11,,,,09:31:44
120927,2014-07-26,09:26:02,30560,9568.0,2014-07-26,09:26:03,,,,09:26:46
120928,2014-07-26,09:26:15,30172,6949.0,2014-07-26,09:26:16,,,,09:31:15
120929,2014-07-26,09:26:41,30172,8486.0,2014-07-26,09:26:42,,,,09:27:56
120930,2014-07-26,09:28:14,30175,7531.0,2014-07-26,09:28:15,,,,09:29:34
120931,2014-07-26,09:29:56,30172,9433.0,2014-07-26,09:29:57,,,,09:32:31
120932,2014-07-26,09:30:11,30172,8373.0,2014-07-26,09:30:12,,,,09:31:06
120933,2014-07-26,09:30:12,30175,9568.0,2014-07-26,09:30:13,,,,09:32:13
120934,2014-07-26,09:30:30,30066,9426.0,2014-07-26,09:30:30,,,,09:40:39
120935,2014-07-26,09:35:18,30172,8486.0,2014-07-26,09:35:19,,,,09:42:21
120936,2014-07-26,09:35:23,30179,7531.0,2014-07-26,09:35:24,,,,09:38:11
120937,2014-07-26,09:37:56,30066,6949.0,2014-07-26,09:37:57,,,,09:44:11
120938,2014-07-26,09:38:45,30172,8373.0,2014-07-26,09:38:46,,,,09:40:13
120939,2014-07-26,09:39:21,30175,8077.0,2014-07-26,09:39:21,,,,09:40:34
