,date_received_date,date_received_heure,queue_name,agent_number,answered_date,answered_heure,consult_date,consult_heure,transfer,hangup_heure
50296,2014-10-14,08:00:13,30560,6989.0,2014-10-14,08:00:14,,,,08:00:45
50297,2014-10-14,08:01:16,30179,6922.0,2014-10-14,08:01:17,,,,08:01:55
50298,2014-10-14,08:01:33,30560,8076.0,2014-10-14,08:01:34,,,,08:03:19
50299,2014-10-14,08:02:08,30560,1039.0,2014-10-14,08:02:09,,,,08:05:50
50300,2014-10-14,08:02:57,30172,6944.0,2014-10-14,08:02:58,,,,08:10:53
50301,2014-10-14,08:04:33,30172,6989.0,2014-10-14,08:04:34,,,,08:06:38
50302,2014-10-14,08:05:13,30175,1398.0,2014-10-14,08:05:14,2014-10-14,08:07:32,2014-10-14 08:08:00,08:10:16
50303,2014-10-14,08:05:22,30560,6922.0,2014-10-14,08:05:23,,,2014-10-14 08:06:22,08:06:46
50304,2014-10-14,08:05:33,30172,8076.0,2014-10-14,08:05:34,,,,08:10:00
50305,2014-10-14,08:05:47,30175,1241.0,2014-10-14,08:05:48,,,,08:11:34
50306,2014-10-14,08:07:20,30172,9109.0,2014-10-14,08:07:21,,,,08:09:17
50307,2014-10-14,08:07:34,30172,1039.0,2014-10-14,08:07:35,,,,08:10:16
50308,2014-10-14,08:09:08,30175,1407.0,2014-10-14,08:09:09,2014-10-14,08:09:57,2014-10-14 08:10:18,08:14:10
50309,2014-10-14,08:09:27,30175,1102.0,2014-10-14,08:09:28,,,,08:13:01
50310,2014-10-14,08:09:38,30175,6922.0,2014-10-14,08:09:39,,,,08:11:59
50311,2014-10-14,08:09:59,30560,6989.0,2014-10-14,08:10:00,,,,08:14:10
50312,2014-10-14,08:10:14,30175,6931.0,2014-10-14,08:10:15,,,,08:13:34
50313,2014-10-14,08:12:28,30172,9109.0,2014-10-14,08:12:29,,,,08:14:42
50314,2014-10-14,08:12:34,30560,8076.0,2014-10-14,08:12:35,,,,08:16:44
50315,2014-10-14,08:12:39,30175,1398.0,2014-10-14,08:12:40,2014-10-14,08:13:22,,08:13:54
50316,2014-10-14,08:14:23,30560,1039.0,2014-10-14,08:14:24,,,,08:19:41
50317,2014-10-14,08:14:52,30175,1407.0,2014-10-14,08:14:53,,,,08:17:18
50318,2014-10-14,08:15:05,30560,6944.0,2014-10-14,08:15:07,,,,08:23:34
50319,2014-10-14,08:15:27,30560,6922.0,2014-10-14,08:15:28,,,,08:21:12
50320,2014-10-14,08:16:23,30175,1241.0,2014-10-14,08:16:24,,,,08:21:52
50321,2014-10-14,08:17:37,30175,1102.0,2014-10-14,08:17:38,,,,08:27:30
50322,2014-10-14,08:19:17,30175,6931.0,2014-10-14,08:19:18,2014-10-14,08:20:52,2014-10-14 08:21:40,08:22:26
50323,2014-10-14,08:20:41,30175,1398.0,2014-10-14,08:20:42,,,,08:21:16
50324,2014-10-14,08:22:32,30175,6989.0,2014-10-14,08:22:33,,,,08:23:08
50325,2014-10-14,08:22:34,30172,7923.0,2014-10-14,08:22:35,,,,08:25:29
50326,2014-10-14,08:23:24,30179,9109.0,2014-10-14,08:23:25,,,,08:23:40
50327,2014-10-14,08:23:25,30172,8076.0,2014-10-14,08:23:26,,,,08:25:09
50328,2014-10-14,08:25:00,30172,1039.0,2014-10-14,08:25:01,,,,08:26:39
50329,2014-10-14,08:25:35,30560,6922.0,2014-10-14,08:25:36,,,,08:32:26
